,fullname,team,birthdate,country,height,weight,rider_url,pps,rdr
91,SCHACHMANN Maximilian,BORA - hansgrohe,1994-01-09,Germany,1.83,70.0,https://www.procyclingstats.com/rider/maximilian-schachmann,"{'One day races': '1240', 'GC': '1476', 'Time trial': '1108', 'Sprint': '272', 'Climber': '1974'}","{'PCS Ranking': '40', 'UCI World Ranking': '22', 'Specials | All Time Ranking': '634'}"
92,KONRAD Patrick,BORA - hansgrohe,1991-10-13,Austria,1.8,65.0,https://www.procyclingstats.com/rider/patrick-konrad,"{'One day races': '1012', 'GC': '1975', 'Time trial': '431', 'Sprint': '344', 'Climber': '2654'}","{'PCS Ranking': '67', 'UCI World Ranking': '91', 'Specials | All Time Ranking': '1790'}"
93,FORMOLO Davide,UAE-Team Emirates,1992-10-25,Italy,1.81,62.0,https://www.procyclingstats.com/rider/davide-formolo,"{'One day races': '1016', 'GC': '2015', 'Time trial': '166', 'Sprint': '244', 'Climber': '2549'}","{'PCS Ranking': '147', 'UCI World Ranking': '165', 'Specials | All Time Ranking': '1463'}"
94,BUCHMANN Emanuel,BORA - hansgrohe,1992-11-18,Germany,1.81,59.0,https://www.procyclingstats.com/rider/emanuel-buchmann,"{'One day races': '628', 'GC': '2367', 'Time trial': '232', 'Sprint': '75', 'Climber': '2438'}","{'PCS Ranking': '302', 'UCI World Ranking': '368', 'Specials | All Time Ranking': '1595'}"
95,OSS Daniel,BORA - hansgrohe,1987-01-13,Italy,1.9,75.0,https://www.procyclingstats.com/rider/daniel-oss,"{'One day races': '1217', 'GC': '660', 'Time trial': '417', 'Sprint': '1477', 'Climber': '400'}","{'PCS Ranking': '516', 'UCI World Ranking': '1629', 'Specials | All Time Ranking': '1514'}"
96,BURGHARDT Marcus,BORA - hansgrohe,1983-06-30,Germany,1.89,75.0,https://www.procyclingstats.com/rider/marcus-burghardt,"{'One day races': '1610', 'GC': '722', 'Time trial': '180', 'Sprint': '1159', 'Climber': '204'}","{'PCS Ranking': '523', 'UCI World Ranking': '552', 'Specials | All Time Ranking': '1608'}"
97,GATTO Oscar,noteam,1985-01-01,Italy,1.74,67.0,https://www.procyclingstats.com/rider/oscar-gatto,"{'One day races': '1641', 'GC': '558', 'Time trial': '70', 'Sprint': '1956', 'Climber': '432'}",{'Specials | All Time Ranking': '1111'}
98,BODNAR Maciej,BORA - hansgrohe,1985-03-07,Poland,1.86,77.0,https://www.procyclingstats.com/rider/maciej-bodnar,"{'One day races': '277', 'GC': '830', 'Time trial': '3328', 'Sprint': '195', 'Climber': '20'}","{'PCS Ranking': '414', 'UCI World Ranking': '521', 'Specials | All Time Ranking': '1618'}"
99,KÖNIG Leopold,noteam,1987-11-15,Czech Republic,1.78,62.0,https://www.procyclingstats.com/rider/leopold-konig,"{'One day races': '256', 'GC': '1413', 'Time trial': '661', 'Sprint': '448', 'Climber': '1435'}",{'Specials | All Time Ranking': '1830'}
100,GROßSCHARTNER Felix,BORA - hansgrohe,1993-12-23,Austria,1.84,64.0,https://www.procyclingstats.com/rider/felix-grossschartner,"{'One day races': '169', 'GC': '1673', 'Time trial': '593', 'Sprint': '308', 'Climber': '1414'}","{'PCS Ranking': '151', 'UCI World Ranking': '240', 'Specials | All Time Ranking': '1681'}"
101,MCCARTHY Jay,noteam,1992-09-08,Australia,1.74,63.0,https://www.procyclingstats.com/rider/jay-mccarthy,"{'One day races': '676', 'GC': '768', 'Time trial': '79', 'Sprint': '724', 'Climber': '528'}",{'Specials | All Time Ranking': '1938'}
102,KENNAUGH Peter,noteam,1989-06-15,Great Britain,1.73,66.0,https://www.procyclingstats.com/rider/peter-kennaugh,"{'One day races': '569', 'GC': '859', 'Time trial': '101', 'Sprint': '446', 'Climber': '474'}",{'Specials | All Time Ranking': '1260'}
103,MÜHLBERGER Gregor,Movistar Team,1994-04-04,Austria,1.8,64.0,https://www.procyclingstats.com/rider/gregor-muhlberger,"{'One day races': '651', 'GC': '549', 'Time trial': '232', 'Sprint': '450', 'Climber': '696'}","{'PCS Ranking': '885', 'UCI World Ranking': '1174'}"
104,SELIG Rüdiger,BORA - hansgrohe,1989-02-19,Germany,1.88,80.0,https://www.procyclingstats.com/rider/rudiger-selig,"{'One day races': '734', 'GC': '243', 'Time trial': '30', 'Sprint': '1622', 'Climber': '34'}","{'PCS Ranking': '900', 'UCI World Ranking': '1183'}"
105,PÖSTLBERGER Lukas,BORA - hansgrohe,1992-01-10,Austria,1.82,70.0,https://www.procyclingstats.com/rider/lukas-postlberger,"{'One day races': '499', 'GC': '226', 'Time trial': '330', 'Sprint': '444', 'Climber': '156'}","{'PCS Ranking': '384', 'UCI World Ranking': '414'}"
106,BENEDETTI Cesare,BORA - hansgrohe,1987-08-03,Poland,1.7,63.0,https://www.procyclingstats.com/rider/cesare-benedetti,"{'One day races': '350', 'GC': '411', 'Time trial': '1', 'Sprint': '262', 'Climber': '248'}","{'PCS Ranking': '473', 'UCI World Ranking': '1873'}"
107,SCHILLINGER Andreas,BORA - hansgrohe,1983-07-13,Germany,1.88,72.0,https://www.procyclingstats.com/rider/andreas-schillinger,"{'One day races': '505', 'GC': '281', 'Time trial': '37', 'Sprint': '782', 'Climber': '59'}","{'PCS Ranking': '1451', 'UCI World Ranking': '2166'}"
108,POLJAŃSKI Paweł,noteam,1990-05-06,Poland,1.82,63.0,https://www.procyclingstats.com/rider/pawel-poljanski,"{'One day races': '83', 'GC': '437', 'Time trial': '40', 'Sprint': '72', 'Climber': '377'}",{}
109,PFINGSTEN Christoph,Team Jumbo-Visma,1987-11-20,Germany,1.79,69.0,https://www.procyclingstats.com/rider/christoph-pfingsten,"{'One day races': '288', 'GC': '329', 'Time trial': '233', 'Sprint': '305', 'Climber': '96'}","{'PCS Ranking': '745', 'UCI World Ranking': '1535'}"
110,BAŠKA Erik,BORA - hansgrohe,1994-01-12,Slovakia,1.82,74.0,https://www.procyclingstats.com/rider/erik-baska,"{'One day races': '420', 'GC': '52', 'Time trial': '46', 'Sprint': '740', 'Climber': '23'}","{'PCS Ranking': '1705', 'UCI World Ranking': '939'}"
111,SCHWARZMANN Michael,BORA - hansgrohe,1991-01-07,Germany,1.74,69.0,https://www.procyclingstats.com/rider/michael-schwarzmann,"{'One day races': '185', 'GC': '167', 'Time trial': '1', 'Sprint': '606', 'Climber': '124'}","{'PCS Ranking': '1068', 'UCI World Ranking': '2031'}"
112,ARCHBOLD Shane,Deceuninck - Quick Step,1989-02-02,New Zealand,1.82,79.0,https://www.procyclingstats.com/rider/shane-archbold,"{'One day races': '287', 'GC': '114', 'Time trial': '63', 'Sprint': '746', 'Climber': '93'}","{'PCS Ranking': '686', 'UCI World Ranking': '1106'}"
113,SAGAN Juraj,BORA - hansgrohe,1988-12-23,Slovakia,1.73,65.0,https://www.procyclingstats.com/rider/juraj-sagan,"{'One day races': '333', 'GC': '70', 'Time trial': '2', 'Sprint': '241', 'Climber': '2'}","{'PCS Ranking': '1084', 'UCI World Ranking': '2152'}"
114,VAN AVERMAET Greg,AG2R Citroën Team,1985-05-17,Belgium,1.81,74.0,https://www.procyclingstats.com/rider/greg-van-avermaet,"{'One day races': '11064', 'GC': '3551', 'Time trial': '574', 'Sprint': '7258', 'Climber': '4836'}","{'PCS Ranking': '83', 'UCI World Ranking': '58', 'Specials | All Time Ranking': '62'}"
115,VENTOSO Francisco José,noteam,1982-05-06,Spain,1.8,75.0,https://www.procyclingstats.com/rider/fran-ventoso,"{'One day races': '1938', 'GC': '1029', 'Time trial': '159', 'Sprint': '3986', 'Climber': '236'}",{'Specials | All Time Ranking': '619'}
116,TEN DAM Laurens,noteam,1980-11-13,Netherlands,1.84,67.0,https://www.procyclingstats.com/rider/laurens-ten-dam,"{'One day races': '424', 'GC': '2617', 'Time trial': '389', 'Sprint': '476', 'Climber': '1191'}",{}
117,GESCHKE Simon,"Cofidis, Solutions Crédits",1986-03-13,Germany,1.71,64.0,https://www.procyclingstats.com/rider/simon-geschke,"{'One day races': '1460', 'GC': '1130', 'Time trial': '539', 'Sprint': '885', 'Climber': '1384'}","{'PCS Ranking': '381', 'UCI World Ranking': '472', 'Specials | All Time Ranking': '1841'}"
118,DE MARCHI Alessandro,Israel Start-Up Nation,1986-05-19,Italy,1.81,65.0,https://www.procyclingstats.com/rider/alessandro-de-marchi,"{'One day races': '962', 'GC': '508', 'Time trial': '481', 'Sprint': '216', 'Climber': '1631'}","{'PCS Ranking': '118', 'UCI World Ranking': '105', 'Specials | All Time Ranking': '1267'}"
119,PAUWELS Serge,noteam,1983-11-21,Belgium,1.77,65.0,https://www.procyclingstats.com/rider/serge-pauwels,"{'One day races': '468', 'GC': '1308', 'Time trial': '45', 'Sprint': '484', 'Climber': '1406'}",{}
120,MARECZKO Jakub,Vini Zabù,1994-04-30,Italy,1.69,68.0,https://www.procyclingstats.com/rider/jakub-mareczko,"{'One day races': '303', 'GC': '255', 'Time trial': '20', 'Sprint': '3952', 'Climber': '12'}","{'PCS Ranking': '352', 'UCI World Ranking': '417', 'Specials | All Time Ranking': '747'}"
121,SCHÄR Michael,AG2R Citroën Team,1986-09-29,Switzerland,1.98,78.0,https://www.procyclingstats.com/rider/michael-schar,"{'One day races': '710', 'GC': '916', 'Time trial': '142', 'Sprint': '420', 'Climber': '218'}","{'PCS Ranking': '463', 'UCI World Ranking': '582'}"
122,BEVIN Patrick,Israel Start-Up Nation,1991-02-15,New Zealand,1.8,75.0,https://www.procyclingstats.com/rider/patrick-bevin,"{'One day races': '68', 'GC': '589', 'Time trial': '1433', 'Sprint': '912', 'Climber': '584'}","{'PCS Ranking': '315', 'UCI World Ranking': '470', 'Specials | All Time Ranking': '1904'}"
123,ZOIDL Riccardo,Team Felbermayr - Simplon Wels,1988-04-08,Austria,1.77,63.0,https://www.procyclingstats.com/rider/riccardo-zoidl,"{'One day races': '210', 'GC': '1164', 'Time trial': '644', 'Sprint': '520', 'Climber': '700'}","{'PCS Ranking': '452', 'UCI World Ranking': '434'}"
124,DE LA PARTE Víctor,Team TotalEnergies,1986-06-22,Spain,1.81,64.0,https://www.procyclingstats.com/rider/victor-de-la-parte,"{'One day races': '89', 'GC': '1240', 'Time trial': '600', 'Sprint': '203', 'Climber': '644'}","{'PCS Ranking': '396', 'UCI World Ranking': '499'}"
125,VAN KEIRSBULCK Guillaume,Alpecin-Fenix Development Team,1991-02-14,Belgium,1.91,85.0,https://www.procyclingstats.com/rider/guillaume-van-keirsbulck,"{'One day races': '714', 'GC': '547', 'Time trial': '459', 'Sprint': '680', 'Climber': '18'}","{'UCI World Ranking': '2127', 'Specials | All Time Ranking': '1780'}"
126,ROSSKOPF Joey,Rally Cycling,1989-09-05,United States,1.86,74.0,https://www.procyclingstats.com/rider/joey-rosskopf,"{'One day races': '245', 'GC': '656', 'Time trial': '1076', 'Sprint': '254', 'Climber': '422'}","{'PCS Ranking': '718', 'UCI World Ranking': '461'}"
127,ČERNÝ Josef,Deceuninck - Quick Step,1993-05-11,Czech Republic,1.88,77.0,https://www.procyclingstats.com/rider/josef-cerny,"{'One day races': '180', 'GC': '525', 'Time trial': '1158', 'Sprint': '564', 'Climber': '104'}","{'PCS Ranking': '272', 'UCI World Ranking': '335'}"
128,ANTUNES Amaro,W52 / FC Porto ,1990-11-27,Portugal,1.73,58.0,https://www.procyclingstats.com/rider/amaro-manuel-antunes,"{'One day races': '86', 'GC': '769', 'Time trial': '159', 'Sprint': '195', 'Climber': '695'}","{'PCS Ranking': '298', 'UCI World Ranking': '370', 'Specials | All Time Ranking': '2024'}"
129,WIŚNIOWSKI Łukasz,Team Qhubeka NextHash,1991-12-07,Poland,1.81,78.0,https://www.procyclingstats.com/rider/lukasz-wisniowski,"{'One day races': '509', 'GC': '264', 'Time trial': '299', 'Sprint': '426', 'Climber': '52'}","{'PCS Ranking': '621', 'UCI World Ranking': '1029'}"
130,KOCH Jonas,Intermarché - Wanty - Gobert Matériaux,1993-06-25,Germany,1.87,75.0,https://www.procyclingstats.com/rider/jonas-koch,"{'One day races': '383', 'GC': '283', 'Time trial': '36', 'Sprint': '550', 'Climber': '226'}","{'PCS Ranking': '458', 'UCI World Ranking': '427'}"
131,GRADEK Kamil,Vini Zabù,1990-09-17,Poland,1.94,81.0,https://www.procyclingstats.com/rider/kamil-gradek,"{'One day races': '167', 'GC': '477', 'Time trial': '621', 'Sprint': '444', 'Climber': '13'}","{'PCS Ranking': '1238', 'UCI World Ranking': '1815'}"
132,OWSIAN Łukasz,Team Arkéa Samsic,1990-02-24,Poland,1.81,66.0,https://www.procyclingstats.com/rider/lukasz-owsian,"{'One day races': '243', 'GC': '458', 'Time trial': '98', 'Sprint': '339', 'Climber': '88'}","{'PCS Ranking': '579', 'UCI World Ranking': '591'}"
133,VAN HOECKE Gijs,AG2R Citroën Team,1991-11-12,Belgium,1.86,78.0,https://www.procyclingstats.com/rider/gijs-van-hoecke,"{'One day races': '379', 'GC': '351', 'Time trial': '175', 'Sprint': '342', 'Climber': '12'}","{'PCS Ranking': '503', 'UCI World Ranking': '597'}"
134,BERNAS Paweł,HRE Mazowsze Serce Polski,1990-05-24,Poland,1.9,77.0,https://www.procyclingstats.com/rider/pawel-bernas,"{'One day races': '212', 'GC': '401', 'Time trial': '83', 'Sprint': '790', 'Climber': '62'}","{'PCS Ranking': '1483', 'UCI World Ranking': '1749'}"
135,VAN HOOYDONCK Nathan,Team Jumbo-Visma,1995-10-12,Belgium,1.93,78.0,https://www.procyclingstats.com/rider/nathan-van-hooydonck,"{'One day races': '186', 'GC': '233', 'Time trial': '297', 'Sprint': '131', 'Climber': '21'}","{'PCS Ranking': '365', 'UCI World Ranking': '342'}"
136,SAJNOK Szymon,"Cofidis, Solutions Crédits",1997-08-24,Poland,1.84,75.0,https://www.procyclingstats.com/rider/szymon-sajnok,"{'One day races': '203', 'GC': '93', 'Time trial': '192', 'Sprint': '534', 'Climber': '89'}","{'PCS Ranking': '847', 'UCI World Ranking': '978'}"
137,ZIMMERMANN Georg,Intermarché - Wanty - Gobert Matériaux,1997-10-11,Germany,1.81,70.0,https://www.procyclingstats.com/rider/georg-zimmermann,"{'One day races': '182', 'GC': '229', 'Time trial': '0', 'Sprint': '164', 'Climber': '118'}","{'PCS Ranking': '216', 'UCI World Ranking': '213'}"
138,WRIGHT Fred,Bahrain - Victorious,1999-06-13,Great Britain,1.84,75.0,https://www.procyclingstats.com/rider/alfred-wright,"{'One day races': '77', 'GC': '119', 'Time trial': '82', 'Sprint': '82', 'Climber': '205'}","{'PCS Ranking': '300', 'UCI World Ranking': '369'}"
139,BARTA Will,EF Education - Nippo,1996-01-04,United States,1.8,61.0,https://www.procyclingstats.com/rider/william-barta,"{'One day races': '24', 'GC': '145', 'Time trial': '380', 'Sprint': '35', 'Climber': '53'}","{'PCS Ranking': '1164', 'UCI World Ranking': '1615'}"
140,GILBERT Philippe,Lotto Soudal,1982-07-05,Belgium,1.78,75.0,https://www.procyclingstats.com/rider/philippe-gilbert,"{'One day races': '12343', 'GC': '3960', 'Time trial': '1395', 'Sprint': '7798', 'Climber': '4806'}","{'PCS Ranking': '190', 'UCI World Ranking': '168', 'Specials | All Time Ranking': '28'}"
141,ALAPHILIPPE Julian,Deceuninck - Quick Step,1992-06-11,France,1.73,62.0,https://www.procyclingstats.com/rider/julian-alaphilippe,"{'One day races': '5579', 'GC': '2139', 'Time trial': '1237', 'Sprint': '1510', 'Climber': '5252'}","{'PCS Ranking': '4', 'UCI World Ranking': '4', 'Specials | All Time Ranking': '104'}"
142,VIVIANI Elia,"Cofidis, Solutions Crédits",1989-02-07,Italy,1.78,67.0,https://www.procyclingstats.com/rider/elia-viviani,"{'One day races': '4550', 'GC': '899', 'Time trial': '160', 'Sprint': '8682', 'Climber': '512'}","{'PCS Ranking': '59', 'UCI World Ranking': '68', 'Specials | All Time Ranking': '84'}"
143,ŠTYBAR Zdeněk,Deceuninck - Quick Step,1985-12-11,Czech Republic,1.83,68.0,https://www.procyclingstats.com/rider/zdenek-stybar,"{'One day races': '3599', 'GC': '1399', 'Time trial': '195', 'Sprint': '2498', 'Climber': '1020'}","{'UCI World Ranking': '131', 'Specials | All Time Ranking': '415'}"
144,LAMPAERT Yves,Deceuninck - Quick Step,1991-04-10,Belgium,1.8,75.0,https://www.procyclingstats.com/rider/yves-lampaert,"{'One day races': '2700', 'GC': '1056', 'Time trial': '1719', 'Sprint': '2000', 'Climber': '374'}","{'PCS Ranking': '62', 'UCI World Ranking': '45', 'Specials | All Time Ranking': '470'}"
145,JUNGELS Bob,AG2R Citroën Team,1992-09-22,Luxembourg,1.89,70.0,https://www.procyclingstats.com/rider/bob-jungels,"{'One day races': '1097', 'GC': '2096', 'Time trial': '2531', 'Sprint': '637', 'Climber': '1500'}","{'PCS Ranking': '746', 'UCI World Ranking': '842', 'Specials | All Time Ranking': '663'}"
146,MAS Enric,Movistar Team,1995-01-07,Spain,1.77,61.0,https://www.procyclingstats.com/rider/enric-mas,"{'One day races': '228', 'GC': '2728', 'Time trial': '500', 'Sprint': '78', 'Climber': '2806'}","{'PCS Ranking': '21', 'UCI World Ranking': '25', 'Specials | All Time Ranking': '932'}"
147,RICHEZE Maximiliano,UAE-Team Emirates,1983-03-07,Argentina,1.77,68.0,https://www.procyclingstats.com/rider/ariel-maximiliano-richeze,"{'One day races': '1115', 'GC': '499', 'Time trial': '151', 'Sprint': '0', 'Climber': '701'}","{'PCS Ranking': '575', 'UCI World Ranking': '1437', 'Specials | All Time Ranking': '798'}"
148,DEVENYNS Dries,Deceuninck - Quick Step,1983-07-22,Belgium,1.77,65.0,https://www.procyclingstats.com/rider/dries-devenyns,"{'One day races': '1545', 'GC': '1768', 'Time trial': '733', 'Sprint': '946', 'Climber': '1174'}","{'PCS Ranking': '629', 'UCI World Ranking': '1156', 'Specials | All Time Ranking': '1133'}"
149,SÉNÉCHAL Florian,Deceuninck - Quick Step,1993-07-10,France,1.79,77.0,https://www.procyclingstats.com/rider/florian-senechal,"{'One day races': '2534', 'GC': '627', 'Time trial': '193', 'Sprint': '1866', 'Climber': '319'}","{'PCS Ranking': '49', 'UCI World Ranking': '32', 'Specials | All Time Ranking': '1139'}"
150,EVENEPOEL Remco,Deceuninck - Quick Step,2000-01-25,Belgium,1.71,60.0,https://www.procyclingstats.com/rider/remco-evenepoel,"{'One day races': '719', 'GC': '1289', 'Time trial': '1129', 'Sprint': '96', 'Climber': '672'}","{'PCS Ranking': '17', 'UCI World Ranking': '14', 'Specials | All Time Ranking': '429'}"
151,ASGREEN Kasper,Deceuninck - Quick Step,1995-02-08,Denmark,1.92,75.0,https://www.procyclingstats.com/rider/kasper-asgreen,"{'One day races': '1166', 'GC': '457', 'Time trial': '1695', 'Sprint': '488', 'Climber': '719'}","{'PCS Ranking': '19', 'UCI World Ranking': '23', 'Specials | All Time Ranking': '864'}"
152,MØRKØV Michael,Deceuninck - Quick Step,1985-04-30,Denmark,1.83,71.0,https://www.procyclingstats.com/rider/michael-morkov,"{'One day races': '1070', 'GC': '899', 'Time trial': '293', 'Sprint': '1640', 'Climber': '203'}","{'PCS Ranking': '182', 'UCI World Ranking': '295', 'Specials | All Time Ranking': '1787'}"
153,CAPECCHI Eros,Bahrain - Victorious,1986-06-13,Italy,1.83,65.0,https://www.procyclingstats.com/rider/eros-capecchi,"{'One day races': '358', 'GC': '1513', 'Time trial': '65', 'Sprint': '590', 'Climber': '1280'}","{'PCS Ranking': '1032', 'Specials | All Time Ranking': '1776'}"
154,JAKOBSEN Fabio,Deceuninck - Quick Step,1996-08-31,Netherlands,1.81,78.0,https://www.procyclingstats.com/rider/fabio-jakobsen,"{'One day races': '1067', 'GC': '53', 'Time trial': '38', 'Sprint': '2242', 'Climber': '104'}","{'PCS Ranking': '56', 'UCI World Ranking': '62', 'Specials | All Time Ranking': '580'}"
155,SERRY Pieter,Deceuninck - Quick Step,1988-11-21,Belgium,1.86,66.0,https://www.procyclingstats.com/rider/pieter-serry,"{'One day races': '1053', 'GC': '746', 'Time trial': '220', 'Sprint': '666', 'Climber': '932'}","{'PCS Ranking': '604', 'UCI World Ranking': '1188'}"
156,VAKOČ Petr,Alpecin-Fenix,1992-07-11,Czech Republic,1.8,68.0,https://www.procyclingstats.com/rider/petr-vakoc,"{'One day races': '1213', 'GC': '642', 'Time trial': '185', 'Sprint': '562', 'Climber': '468'}","{'PCS Ranking': '372', 'UCI World Ranking': '696', 'Specials | All Time Ranking': '1543'}"
157,CAVAGNA Rémi,Deceuninck - Quick Step,1995-08-10,France,1.86,78.0,https://www.procyclingstats.com/rider/remi-cavagna,"{'One day races': '346', 'GC': '503', 'Time trial': '1623', 'Sprint': '246', 'Climber': '324'}","{'PCS Ranking': '146', 'UCI World Ranking': '164', 'Specials | All Time Ranking': '1639'}"
158,SABATINI Fabio,"Cofidis, Solutions Crédits",1985-02-18,Italy,1.87,74.0,https://www.procyclingstats.com/rider/fabio-sabatini,"{'One day races': '490', 'GC': '568', 'Time trial': '85', 'Sprint': '1050', 'Climber': '103'}",{'PCS Ranking': '707'}
159,HODEG Álvaro José,Deceuninck - Quick Step,1996-09-16,Colombia,1.86,76.0,https://www.procyclingstats.com/rider/alvaro-jose-hodeg,"{'One day races': '654', 'GC': '37', 'Time trial': '46', 'Sprint': '1593', 'Climber': '29'}","{'PCS Ranking': '187', 'UCI World Ranking': '214', 'Specials | All Time Ranking': '1130'}"
160,KEISSE Iljo,Deceuninck - Quick Step,1982-12-21,Belgium,1.83,72.0,https://www.procyclingstats.com/rider/iljo-keisse,"{'One day races': '681', 'GC': '327', 'Time trial': '101', 'Sprint': '1081', 'Climber': '42'}","{'PCS Ranking': '712', 'UCI World Ranking': '2040'}"
